2014 12 19,NY Islander,2,Detroit,1
2014 12 19,Winnipeg,2,Boston,1
2014 12 19,Dallas,2,Calgary,1
2014 12 20,Los Angeles,4,Arizona,2
2014 12 20,Columbus,3,Chicago,2,O2,
2014 12 20,Colorado,5,Buffalo,1
2014 12 20,Washington,4,New Jersey,0
2014 12 20,Montreal,4,Ottawa,1
2014 12 20,Philadelphi,7,Toronto,4
2014 12 20,NY Islander,3,Tamp Bay,1
2014 12 20,NY Rangers,3,Carolina,2,O2,
2014 12 20,Pittsburgh,3,Florida,1
2014 12 20,Nashville,6,Minnesota,5,O1,
2014 12 20,Vancouver,3,Calgary,2,O1,
2014 12 20,San Jose,3,St Louis,2,O1,
2014 12 21,Dallas,6,Edmonton,5,O2,
2014 12 21,Colorado,2,Detroit,1,O2,
2014 12 21,NY Rangers,1,Carolina,0
2014 12 21,Chicago,4,Toronto,0
2014 12 21,Boston,4,Buffalo,3,O1,
2014 12 21,Philadelphi,4,Winnipeg,3,O1,
2014 12 22,Washington,2,Ottawa,1
2014 12 22,Nashville,5,Columbus,1
2014 12 22,Florida,4,Pittsburgh,3,O2,
2014 12 22,Vancouver,7,Arizona,1
2014 12 22,Anaheim,3,San Jose,2,O1,
2014 12 22,Calgary,4,Los Angele,3,O1,
2014 12 23,NY Rangers,4,Washington,2
2014 12 23,Philadelphi,5,Minnesota,2
2014 12 23,Carolina,2,New Jersey,1,O2,
2014 12 23,Montreal,3,NY Islande,1
2014 12 23,Toronto,4,Dallas,0
2014 12 23,Boston,5,Nashville,3
2014 12 23,Tamp Bay,4,Pittsburgh,3
2014 12 23,Detroit,6,Buffalo,3
2014 12 23,Arizona,5,Edmonton,1
2014 12 23,Colorado,5,St Louis,0
2014 12 23,Winnipeg,5,Chicago,1
2014 12 27,Columbus,6,Boston,2
2014 12 27,Winnipeg,4,Minnesota,3,O1,
2014 12 27,Tamp Bay,2,Carolina,1
2014 12 27,Buffalo,4,NY Islande,3,O2,
2014 12 27,Detroit,3,Ottawa,2,O1,
2014 12 27,Arizona,2,Anaheim,1,O2,
2014 12 27,NY Rangers,3,New Jersey,1
2014 12 27,Washington,3,Pittsburgh,0
2014 12 27,Dallas,4,St Louis,3
2014 12 27,Nashville,4,Philadelph,1
2014 12 27,Chicago,5,Colorado,2
2014 12 27,Los Angeles,3,San Jose,1
2014 12 27,Calgary,4,Edmonton,1
2014 12 28,Florida,6,Toronto,4
2014 12 28,Anaheim,2,Vancouver,1,O1,
2014 12 29,Montreal,3,Carolina,1
2014 12 29,NY Islander,4,Washington,3,O1,
2014 12 29,Boston,5,Detroit,2
2014 12 29,New Jersey,3,Pittsburgh,1
2014 12 29,Ottawa,5,Buffalo,2
2014 12 29,Tamp Bay,3,Toronto,2
2014 12 29,Minnesota,3,Winnipeg,2
2014 12 29,St Louis,3,Colorado,0
2014 12 29,Chicago,5,Nashville,4,O2,
2014 12 29,Dallas,3,NY Rangers,2
2014 12 29,Calgary,2,Los Angele,1
2014 12 29,Arizona,4,Philadelph,2
2014 12 30,Montreal,2,Florida,1,O2,
2014 12 30,Nashville,3,St Louis,2
2014 12 30,Edmonton,3,Los Angele,2,O2,
2014 12 30,Vancouver,3,San Jose,1
2014 12 31,NY Islander,5,Winnipeg,2
2014 12 31,NY Rangers,5,Florida,2
2014 12 31,Tamp Bay,5,Buffalo,1
2014 12 31,Pittsburgh,2,Carolina,1
2014 12 31,Toronto,4,Boston,3,O2,
2014 12 31,Columbus,3,Minnesota,1
2014 12 31,Detroit,3,New Jersey,1
2014 12 31,San Jose,3,Anaheim,0
2014 12 31,Dallas,6,Arizona,0
2014 12 31,Colorado,4,Philadelph,3,O1,
2014 12 31,Calgary,4,Edmonton,3,O1,
2015 01 01,Washington,3,Chicago,2
2015 01 01,Los Angeles,3,Vancouver,2
2015 01 02,Pittsburgh,6,Tamp Bay,3
2015 01 02,Florida,2,Buffalo,0
2015 01 02,Carolina,2,Philadelph,1
2015 01 02,Montreal,4,New Jersey,2
2015 01 02,Minnesota,3,Toronto,1
2015 01 02,Colorado,2,Edmonton,1,O2,
2015 01 02,NY Islander,2,Calgary,1
2015 01 02,Anaheim,4,St Louis,3
2015 01 03,Ottawa,3,Boston,2,O1,
2015 01 03,Nashville,7,Los Angele,6,O1,
2015 01 03,NY Rangers,6,Buffalo,1
2015 01 03,Winnipeg,5,Toronto,1
2015 01 03,Montreal,4,Pittsburgh,1
2015 01 03,New Jersey,5,Philadelph,2
2015 01 03,Arizona,6,Columbus,3
2015 01 03,Dallas,7,Minnesota,1
2015 01 03,Vancouver,4,Detroit,1
2015 01 03,St Louis,7,San Jose,2
2015 01 04,Carolina,2,Boston,1,O2,
2015 01 04,Washington,4,Florida,3
2015 01 04,Tamp Bay,4,Ottawa,2
2015 01 04,Anaheim,4,Nashville,3,O2,
2015 01 04,Chicago,5,Dallas,4,O1,
2015 01 04,Columbus,4,Colorado,3
2015 01 04,Edmonton,5,NY Islande,2
2015 01 05,San Jose,3,Winnipeg,2
2015 01 06,New Jersey,4,Buffalo,1
2015 01 06,Philadelphi,2,Ottawa,1,O2,
2015 01 06,Tamp Bay,4,Montreal,2
2015 01 06,Nashville,3,Carolina,2
2015 01 06,San Jose,4,Minnesota,3,O1,
2015 01 06,Colorado,2,Chicago,0
2015 01 06,Columbus,4,Dallas,2
2015 01 06,St Louis,6,Arizona,0
2015 01 06,Detroit,4,Edmonton,2
2015 01 06,Vancouver,3,NY Islande,2
2015 01 07,Washington,6,Toronto,2
2015 01 07,Boston,3,Pittsburgh,2,O1,
2015 01 07,Detroit,3,Calgary,2
2015 01 07,NY Rangers,4,Anaheim,1
2015 01 08,Philadelphi,3,Washington,2,O1,
2015 01 08,Boston,3,New Jersey,0
2015 01 08,Carolina,5,Buffalo,2
2015 01 08,St Louis,7,San Jose,2
